
n       HLT Path Name   Index 0 Emergency       Index 1 2.2e34  Index 2 2.0e34  Index 3 1.6e34  Index 4 1.4e34  Index 5 1.2e34  Index 6 1.0e34  Index 7 8.0e33  Index 8 5.0e33  Index 9 1.0e34 backup   Index 10 900b   Index 11 1.6e34 + ZeroBias      
421     HLT_Mu3er1p5_PFJet100er2p5_PFMETNoMu70_PFMHTNoMu70_IDTight_v2 (2110411)                 0       270     270     270     270     270     270     270     270     270     270     270    
422     HLT_Mu3er1p5_PFJet100er2p5_PFMETNoMu80_PFMHTNoMu80_IDTight_v2 (2110412)                 0       1       1       1       1       1       1       1       1       1       1       1      
423     HLT_Mu3er1p5_PFJet100er2p5_PFMETNoMu90_PFMHTNoMu90_IDTight_v2 (2110413)                 0       1       1       1       1       1       1       1       1       1       1       1      
424     HLT_Mu43NoFiltersNoVtxDisplaced_Photon43_CaloIdL_v1 (2110369)                           0       1       1       1       1       1       1       1       1       1       1       1      
425     HLT_Mu43NoFiltersNoVtx_Photon43_CaloIdL_v5 (2110366)                                    0       1       1       1       1       1       1       1       1       1       1       1      
426     HLT_Mu48NoFiltersNoVtx_Photon48_CaloIdL_v5 (2110367)                                    0       1       1       1       1       1       1       1       1       1       1       1      
427     HLT_Mu4_TrkIsoVVL_DiPFJet90_40_DEta3p5_MJJ750_HTT300_PFMETNoMu60_v14 (2110723)          0       1       1       1       1       1       1       1       1       1       1       1      
428     HLT_Mu50_IsoVVVL_PFHT450_v15 (2110405)                                                  0       1       1       1       1       1       1       1       1       1       1       1      
429     HLT_Mu50_v13 (2110123)                                                                  0       1       1       1       1       1       1       1       1       1       1       1      
430     HLT_Mu55_v3 (2110124)                                                                   0       1       1       1       1       1       1       1       1       1       1       1      
431     HLT_Mu7p5_L2Mu2_Jpsi_v10 (2110046)                                                      0       4       4       4       4       4       4       4       4       4       4       4      
432     HLT_Mu7p5_L2Mu2_Upsilon_v10 (2110047)                                                   0       2       2       2       2       2       2       2       2       2       2       2      
433     HLT_Mu7p5_Track2_Jpsi_v11 (2110048)                                                     0       1       1       1       1       1       1       1       1       1       1       1      
434     HLT_Mu7p5_Track2_Upsilon_v11 (2110051)                                                  0       1       1       1       1       1       1       1       1       1       1       1      
435     HLT_Mu7p5_Track3p5_Jpsi_v11 (2110049)                                                   0       1       1       1       1       1       1       1       1       1       1       1      
436     HLT_Mu7p5_Track3p5_Upsilon_v11 (2110052)                                                0       1       1       1       1       1       1       1       1       1       1       1      
437     HLT_Mu7p5_Track7_Jpsi_v11 (2110050)                                                     0       1       1       1       1       1       1       1       1       1       1       1      
438     HLT_Mu7p5_Track7_Upsilon_v11 (2110053)                                                  0       1       1       1       1       1       1       1       1       1       1       1      
439     HLT_Mu8_DiEle12_CaloIdL_TrackIdL_DZ_v18 (2110272)                                       0       1       1       1       1       1       1       1       1       1       1       1      
440     HLT_Mu8_DiEle12_CaloIdL_TrackIdL_v18 (2110273)                                          0       1       1       1       1       1       1       1       1       1       1       1      
441     HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT350_DZ_v19 (2110274)                            0       1       1       1       1       1       1       1       1       1       1       1      
442     HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT350_v19 (2110275)                               0       5       5       5       5       5       5       5       5       5       5       5      
443     HLT_Mu8_IP3_part0_v2 (2110711)                                                          0       0       0       0       0       0       0       6       6       0       0       0      
444     HLT_Mu8_IP3_part1_v2 (2110712)                                                          0       0       0       0       0       0       0       6       6       0       0       0      
445     HLT_Mu8_IP3_part2_v2 (2110713)                                                          0       0       0       0       0       0       0       6       6       0       0       0      
446     HLT_Mu8_IP3_part3_v2 (2110714)                                                          0       0       0       0       0       0       0       6       6       0       0       0      
447     HLT_Mu8_IP3_part4_v2 (2110715)                                                          0       0       0       0       0       0       0       6       6       0       0       0      
448     HLT_Mu8_IP3_part5_v2 (2110716)                                                          0       0       0       0       0       0       0       6       6       0       0       0      
449     HLT_Mu8_TrkIsoVVL_DiPFJet40_DEta3p5_MJJ750_HTT300_PFMETNoMu60_v15 (2110724)             0       1       1       1       1       1       1       1       1       1       1       1      
450     HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v13 (2110276)                         0       1       1       1       1       1       1       1       1       1       1       1      
451     HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v11 (2110277)                            0       16      16      16      16      16      16      16      16      16      16      16     
452     HLT_Mu8_TrkIsoVVL_v12 (2110271)                                                         0       32      32      32      32      32      32      32      32      32      32      32     
453     HLT_Mu8_v12 (2110432)                                                                   0       32      32      32      32      32      32      32      32      32      32      32     
454     HLT_Mu8p5_IP3p5_part0_v2 (2110693)                                                      0       0       0       0       0       0       0       0       0       0       0       0      
455     HLT_Mu8p5_IP3p5_part1_v2 (2110694)                                                      0       0       0       0       0       0       0       0       0       0       0       0      
456     HLT_Mu8p5_IP3p5_part2_v2 (2110695)                                                      0       0       0       0       0       0       0       0       0       0       0       0      
457     HLT_Mu8p5_IP3p5_part3_v2 (2110696)                                                      0       0       0       0       0       0       0       0       0       0       0       0      
458     HLT_Mu8p5_IP3p5_part4_v2 (2110697)                                                      0       0       0       0       0       0       0       0       0       0       0       0      
459     HLT_Mu8p5_IP3p5_part5_v2 (2110698)                                                      0       0       0       0       0       0       0       0       0       0       0       0      
460     HLT_Mu9_IP6_part0_v2 (2110705)                                                          0       0       0       0       6       6       6       6       6       0       6       0      
461     HLT_Mu9_IP6_part1_v2 (2110706)                                                          0       0       0       0       6       6       6       6       6       0       6       0      
462     HLT_Mu9_IP6_part2_v2 (2110707)                                                          0       0       0       0       6       6       6       6       6       0       6       0      
463     HLT_Mu9_IP6_part3_v2 (2110708)                                                          0       0       0       0       6       6       6       6       6       0       6       0      
464     HLT_Mu9_IP6_part4_v2 (2110709)                                                          0       0       0       0       6       6       6       6       6       0       6       0      
465     HLT_Mu9_IP6_part5_v2 (2110710)                                                          0       0       0       0       6       6       6       6       6       0       6       0      
466     HLT_OldMu100_v3 (2110125)                                                               0       1       1       1       1       1       1       1       1       1       1       1      
467     HLT_PFHT1050_v18 (2110203)                                                              0       1       1       1       1       1       1       1       1       1       1       1      
468     HLT_PFHT180_v17 (2110194)                                                               0       1       1       1       1       1       1       1       1       1       1       1      
469     HLT_PFHT250_v17 (2110195)                                                               0       1       1       1       1       1       1       1       1       1       1       1      
470     HLT_PFHT330PT30_QuadPFJet_75_60_45_40_TriplePFBTagDeepCSV_4p5_v3 (2110450)              0       1       1       1       1       1       1       1       1       1       1       1      
471     HLT_PFHT330PT30_QuadPFJet_75_60_45_40_v9 (2110451)                                      0       128     128     128     128     128     128     128     128     128     128     128    
472     HLT_PFHT350MinPFJet15_v9 (2110457)                                                      0       3072    3072    3072    3072    3072    3072    3072    3072    3072    3072    3072   
473     HLT_PFHT350_v19 (2110456)                                                               0       256     256     256     256     256     256     256     256     256     256     256    
474     HLT_PFHT370_v17 (2110196)                                                               0       1       1       1       1       1       1       1       1       1       1       1      
475     HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v9 (2110452)                             0       1       1       1       1       1       1       1       1       1       1       1      
476     HLT_PFHT380_SixPFJet32_v9 (2110453)                                                     0       32      32      32      32      32      32      32      32      32      32      32     
477     HLT_PFHT430_SixPFJet40_PFBTagDeepCSV_1p5_v8 (2110454)                                   0       1       1       1       1       1       1       1       1       1       1       1      
478     HLT_PFHT430_SixPFJet40_v11 (2110455)                                                    0       16      16      16      16      16      16      16      16      16      16      16     
479     HLT_PFHT430_v17 (2110197)                                                               0       1       1       1       1       1       1       1       1       1       1       1      
480     HLT_PFHT500_PFMET100_PFMHT100_IDTight_v12 (2110204)                                     0       1       1       1       1       1       1       1       1       1       1       1      
481     HLT_PFHT500_PFMET110_PFMHT110_IDTight_v12 (2110205)                                     0       1       1       1       1       1       1       1       1       1       1       1      
482     HLT_PFHT510_v17 (2110198)                                                               0       256     256     256     256     256     256     256     256     256     256     256    
483     HLT_PFHT590_v17 (2110199)                                                               0       128     128     128     128     128     128     128     128     128     128     128    
484     HLT_PFHT680_v17 (2110200)                                                               0       64      64      64      64      64      64      64      64      64      64      64     
485     HLT_PFHT700_PFMET85_PFMHT85_IDTight_v12 (2110206)                                       0       1       1       1       1       1       1       1       1       1       1       1      
486     HLT_PFHT700_PFMET95_PFMHT95_IDTight_v12 (2110207)                                       0       1       1       1       1       1       1       1       1       1       1       1      
487     HLT_PFHT780_v17 (2110201)                                                               0       32      32      32      32      32      32      32      32      32      32      32     
488     HLT_PFHT800_PFMET75_PFMHT75_IDTight_v12 (2110208)                                       0       1       1       1       1       1       1       1       1       1       1       1      
489     HLT_PFHT800_PFMET85_PFMHT85_IDTight_v12 (2110209)                                       0       1       1       1       1       1       1       1       1       1       1       1      
490     HLT_PFHT890_v17 (2110202)                                                               0       16      16      16      16      16      16      16      16      16      16      16     
491     HLT_PFJet140_v19 (2110162)                                                              0       1       1       1       1       1       2       3       4       2       2       1      
492     HLT_PFJet15_v3 (2110157)                                                                0       0       0       0       0       0       0       0       0       0       0       0      
493     HLT_PFJet200_v19 (2110163)                                                              0       1       1       1       1       1       2       3       4       2       2       1      
494     HLT_PFJet25_v3 (2110158)                                                                0       0       0       0       0       0       0       0       0       0       0       0      
495     HLT_PFJet260_v20 (2110164)                                                              0       128     128     128     128     128     128     128     128     128     128     128    
496     HLT_PFJet320_v20 (2110165)                                                              0       32      32      32      32      32      32      32      32      32      32      32     
497     HLT_PFJet400_v20 (2110166)                                                              0       16      16      16      16      16      16      16      16      16      16      16     
498     HLT_PFJet40_v21 (2110159)                                                               0       15      15      15      15      15      15      15      15      15      15      15     
499     HLT_PFJet450_v21 (2110167)                                                              0       8       8       8       8       8       8       8       8       8       8       8      
500     HLT_PFJet500_v21 (2110168)                                                              0       1       1       1       1       1       1       1       1       1       1       1      
501     HLT_PFJet550_v11 (2110169)                                                              0       1       1       1       1       1       1       1       1       1       1       1      
502     HLT_PFJet60_v21 (2110160)                                                               0       1       1       1       1       1       1       1       1       1       1       1      
503     HLT_PFJet80_v20 (2110161)                                                               0       1       1       1       1       1       1       1       1       1       1       1      
504     HLT_PFJetFwd140_v18 (2110175)                                                           0       1       1       1       1       1       1       1       1       1       1       1      
505     HLT_PFJetFwd15_v3 (2110170)                                                             0       0       0       0       0       0       0       0       0       0       0       0      
506     HLT_PFJetFwd200_v18 (2110176)                                                           0       1       1       1       1       1       1       1       1       1       1       1      
507     HLT_PFJetFwd25_v3 (2110171)                                                             0       0       0       0       0       0       0       0       0       0       0       0      
508     HLT_PFJetFwd260_v19 (2110177)                                                           0       8       8       8       8       8       8       8       8       8       8       8      
509     HLT_PFJetFwd320_v19 (2110178)                                                           0       4       4       4       4       4       4       4       4       4       4       4      
510     HLT_PFJetFwd400_v19 (2110179)                                                           0       1       1       1       1       1       1       1       1       1       1       1      
511     HLT_PFJetFwd40_v19 (2110172)                                                            0       25      25      25      25      25      25      25      25      25      25      25     
512     HLT_PFJetFwd450_v19 (2110180)                                                           0       1       1       1       1       1       1       1       1       1       1       1      
513     HLT_PFJetFwd500_v19 (2110181)                                                           0       1       1       1       1       1       1       1       1       1       1       1      
514     HLT_PFJetFwd60_v19 (2110173)                                                            0       1       1       1       1       1       1       1       1       1       1       1      
515     HLT_PFJetFwd80_v18 (2110174)                                                            0       1       1       1       1       1       1       1       1       1       1       1      
516     HLT_PFMET100_PFMHT100_IDTight_CaloBTagDeepCSV_3p1_v8 (2110214)                          0       0       0       0       0       0       0       0       0       0       0       0      
517     HLT_PFMET100_PFMHT100_IDTight_PFHT60_v9 (2110589)                                       0       0       0       0       0       0       0       0       0       0       0       0      
518     HLT_PFMET110_PFMHT110_IDTight_CaloBTagDeepCSV_3p1_v8 (2110215)                          0       1       1       1       1       1       1       1       1       1       1       1      
519     HLT_PFMET110_PFMHT110_IDTight_v20 (2110210)                                             0       0       0       0       0       0       0       0       0       0       0       0      
520     HLT_PFMET120_PFMHT120_IDTight_CaloBTagDeepCSV_3p1_v8 (2110216)                          0       1       1       1       1       1       1       1       1       1       1       1      
521     HLT_PFMET120_PFMHT120_IDTight_PFHT60_v9 (2110219)                                       0       1       1       1       1       1       1       1       1       1       1       1      
522     HLT_PFMET120_PFMHT120_IDTight_v20 (2110211)                                             0       1       1       1       1       1       1       1       1       1       1       1      
523     HLT_PFMET130_PFMHT130_IDTight_CaloBTagDeepCSV_3p1_v8 (2110217)                          0       1       1       1       1       1       1       1       1       1       1       1      
524     HLT_PFMET130_PFMHT130_IDTight_v20 (2110212)                                             0       1       1       1       1       1       1       1       1       1       1       1      
525     HLT_PFMET140_PFMHT140_IDTight_CaloBTagDeepCSV_3p1_v8 (2110218)                          0       1       1       1       1       1       1       1       1       1       1       1      
526     HLT_PFMET140_PFMHT140_IDTight_v20 (2110213)                                             0       1       1       1       1       1       1       1       1       1       1       1      
527     HLT_PFMET200_HBHECleaned_v9 (2110249)                                                   0       16      16      16      16      16      16      16      16      16      16      16     
528     HLT_PFMET200_HBHE_BeamHaloCleaned_v9 (2110252)                                          0       1       1       1       1       1       1       1       1       1       1       1      
529     HLT_PFMET200_NotCleaned_v9 (2110248)                                                    0       16      16      16      16      16      16      16      16      16      16      16     
530     HLT_PFMET250_HBHECleaned_v9 (2110250)                                                   0       1       1       1       1       1       1       1       1       1       1       1      
531     HLT_PFMET300_HBHECleaned_v9 (2110251)                                                   0       1       1       1       1       1       1       1       1       1       1       1      
532     HLT_PFMETNoMu100_PFMHTNoMu100_IDTight_PFHT60_v9 (2110590)                               0       0       0       0       0       0       0       0       0       0       0       0      
533     HLT_PFMETNoMu110_PFMHTNoMu110_IDTight_v20 (2110226)                                     0       0       0       0       0       0       0       0       0       0       0       0      
534     HLT_PFMETNoMu120_PFMHTNoMu120_IDTight_PFHT60_v9 (2110220)                               0       1       1       1       1       1       1       1       1       1       1       1      
535     HLT_PFMETNoMu120_PFMHTNoMu120_IDTight_v20 (2110227)                                     0       1       1       1       1       1       1       1       1       1       1       1      
536     HLT_PFMETNoMu130_PFMHTNoMu130_IDTight_v19 (2110228)                                     0       1       1       1       1       1       1       1       1       1       1       1      
537     HLT_PFMETNoMu140_PFMHTNoMu140_IDTight_v19 (2110229)                                     0       1       1       1       1       1       1       1       1       1       1       1      
538     HLT_PFMETTypeOne100_PFMHT100_IDTight_PFHT60_v9 (2110591)                                0       0       0       0       0       0       0       0       0       0       0       0      
539     HLT_PFMETTypeOne110_PFMHT110_IDTight_v12 (2110222)                                      0       0       0       0       0       0       0       0       0       0       0       0      
540     HLT_PFMETTypeOne120_PFMHT120_IDTight_PFHT60_v9 (2110221)                                0       0       0       0       0       0       0       0       0       0       0       0      
541     HLT_PFMETTypeOne120_PFMHT120_IDTight_v12 (2110223)                                      0       0       0       0       0       0       0       0       0       0       0       0      
542     HLT_PFMETTypeOne130_PFMHT130_IDTight_v12 (2110224)                                      0       0       0       0       0       0       0       0       0       0       0       0      
543     HLT_PFMETTypeOne140_PFMHT140_IDTight_v11 (2110225)                                      0       1       1       1       1       1       1       1       1       1       1       1      
544     HLT_PFMETTypeOne200_HBHE_BeamHaloCleaned_v9 (2110253)                                   0       1       1       1       1       1       1       1       1       1       1       1      
545     HLT_Photon100EBHE10_v1 (2110314)                                                        0       32      32      32      32      32      32      32      32      32      32      32     
546     HLT_Photon100EB_TightID_TightIso_v1 (2110311)                                           0       8       8       8       8       8       8       8       8       8       8       8      
547     HLT_Photon100EEHE10_v1 (2110315)                                                        0       32      32      32      32      32      32      32      32      32      32      32     
548     HLT_Photon100EE_TightID_TightIso_v1 (2110316)                                           0       8       8       8       8       8       8       8       8       8       8       8      
549     HLT_Photon110EB_TightID_TightIso_v1 (2110312)                                           0       1       1       1       1       1       1       1       1       1       1       1      
550     HLT_Photon120EB_TightID_TightIso_v1 (2110313)                                           0       1       1       1       1       1       1       1       1       1       1       1      
551     HLT_Photon120_R9Id90_HE10_IsoM_v14 (2110322)                                            0       8       8       8       8       8       8       8       8       8       8       8      
552     HLT_Photon120_v13 (2110307)                                                             0       128     128     128     128     128     128     128     128     128     128     128    
553     HLT_Photon150_v6 (2110308)                                                              0       128     128     128     128     128     128     128     128     128     128     128    
554     HLT_Photon165_R9Id90_HE10_IsoM_v15 (2110323)                                            0       4       4       4       4       4       4       4       4       4       4       4      
555     HLT_Photon175_v14 (2110309)                                                             0       64      64      64      64      64      64      64      64      64      64      64     
556     HLT_Photon200_v13 (2110310)                                                             0       1       1       1       1       1       1       1       1       1       1       1      
557     HLT_Photon20_HoverELoose_v10 (2110516)                                                  0       2       2       2       2       2       2       2       2       2       2       2      
558     HLT_Photon20_v2 (2110302)                                                               0       0       0       0       0       0       0       0       0       0       0       0      
559     HLT_Photon300_NoHE_v12 (2110270)                                                        0       1       1       1       1       1       1       1       1       1       1       1      
560     HLT_Photon30_HoverELoose_v10 (2110517)                                                  0       1       1       1       1       1       1       1       1       1       1       1      
561     HLT_Photon33_v5 (2110303)                                                               0       32      32      32      32      32      32      32      32      32      32      32     
562     HLT_Photon50_R9Id90_HE10_IsoM_EBOnly_PFJetsMJJ300DEta3_PFMET50_v5 (2110586)             0       1       1       1       1       1       1       1       1       1       1       1      
563     HLT_Photon50_R9Id90_HE10_IsoM_v14 (2110317)                                             0       256     256     256     256     256     256     256     256     256     256     256    
564     HLT_Photon50_v13 (2110304)                                                              0       6144    6144    6144    6144    6144    6144    6144    6144    6144    6144    6144   
565     HLT_Photon60_R9Id90_CaloIdL_IsoL_DisplacedIdL_PFHT350MinPFJet15_v11 (2110460)           0       1       1       1       1       1       1       1       1       1       1       1      
566     HLT_Photon60_R9Id90_CaloIdL_IsoL_DisplacedIdL_v5 (2110459)                              0       128     128     128     128     128     128     128     128     128     128     128    
567     HLT_Photon60_R9Id90_CaloIdL_IsoL_v5 (2110458)                                           0       128     128     128     128     128     128     128     128     128     128     128    
568     HLT_Photon75_R9Id90_HE10_IsoM_EBOnly_CaloMJJ300_PFJetsMJJ400DEta3_v5 (2110319)          0       1       1       1       1       1       1       1       1       1       1       1      
569     HLT_Photon75_R9Id90_HE10_IsoM_EBOnly_CaloMJJ400_PFJetsMJJ600DEta3_v5 (2110320)          0       1       1       1       1       1       1       1       1       1       1       1      
570     HLT_Photon75_R9Id90_HE10_IsoM_EBOnly_PFJetsMJJ300DEta3_v5 (2110587)                     0       1       1       1       1       1       1       1       1       1       1       1      
571     HLT_Photon75_R9Id90_HE10_IsoM_EBOnly_PFJetsMJJ600DEta3_v5 (2110588)                     0       1       1       1       1       1       1       1       1       1       1       1      
572     HLT_Photon75_R9Id90_HE10_IsoM_v14 (2110318)                                             0       64      64      64      64      64      64      64      64      64      64      64     
573     HLT_Photon75_v13 (2110305)                                                              0       512     512     512     512     512     512     512     512     512     512     512    
574     HLT_Photon90_R9Id90_HE10_IsoM_v14 (2110321)                                             0       32      32      32      32      32      32      32      32      32      32      32     
575     HLT_Photon90_v13 (2110306)                                                              0       512     512     512     512     512     512     512     512     512     512     512    
576     HLT_Physics_part0_v7 (2110464)                                                          0       0       0       0       0       0       0       0       0       0       0       0      
577     HLT_Physics_part1_v7 (2110465)                                                          0       0       0       0       0       0       0       0       0       0       0       0      
578     HLT_Physics_part2_v7 (2110466)                                                          0       0       0       0       0       0       0       0       0       0       0       0      
579     HLT_Physics_part3_v7 (2110467)                                                          0       0       0       0       0       0       0       0       0       0       0       0      
580     HLT_Physics_part4_v7 (2110468)                                                          0       0       0       0       0       0       0       0       0       0       0       0      
581     HLT_Physics_part5_v7 (2110469)                                                          0       0       0       0       0       0       0       0       0       0       0       0      
582     HLT_Physics_part6_v7 (2110470)                                                          0       0       0       0       0       0       0       0       0       0       0       0      
583     HLT_Physics_part7_v7 (2110471)                                                          0       0       0       0       0       0       0       0       0       0       0       0      
584     HLT_Physics_v7 (2110463)                                                                25      50      50      50      50      50      50      50      50      50      50      50     
585     HLT_QuadPFJet103_88_75_15_DoublePFBTagDeepCSV_1p3_7p7_VBF1_v8 (2110609)                 0       1       1       1       1       1       1       1       1       1       1       1      
586     HLT_QuadPFJet103_88_75_15_PFBTagDeepCSV_1p3_VBF2_v8 (2110613)                           0       1       1       1       1       1       1       1       1       1       1       1      
587     HLT_QuadPFJet103_88_75_15_v5 (2110617)                                                  0       256     256     256     256     256     256     256     256     256     256     256    
588     HLT_QuadPFJet105_88_76_15_PFBTagDeepCSV_1p3_VBF2_v8 (2110614)                           0       1       1       1       1       1       1       1       1       1       1       1      
589     HLT_QuadPFJet105_88_76_15_v5 (2110618)                                                  0       512     512     512     512     512     512     512     512     512     512     512    
590     HLT_QuadPFJet105_90_76_15_DoublePFBTagDeepCSV_1p3_7p7_VBF1_v8 (2110610)                 0       1       1       1       1       1       1       1       1       1       1       1      
591     HLT_QuadPFJet111_90_80_15_DoublePFBTagDeepCSV_1p3_7p7_VBF1_v8 (2110611)                 0       1       1       1       1       1       1       1       1       1       1       1      
592     HLT_QuadPFJet111_90_80_15_PFBTagDeepCSV_1p3_VBF2_v8 (2110615)                           0       1       1       1       1       1       1       1       1       1       1       1      
593     HLT_QuadPFJet111_90_80_15_v5 (2110619)                                                  0       512     512     512     512     512     512     512     512     512     512     512    
594     HLT_QuadPFJet98_83_71_15_DoublePFBTagDeepCSV_1p3_7p7_VBF1_v8 (2110608)                  0       1       1       1       1       1       1       1       1       1       1       1      
595     HLT_QuadPFJet98_83_71_15_PFBTagDeepCSV_1p3_VBF2_v8 (2110612)                            0       1       1       1       1       1       1       1       1       1       1       1      
596     HLT_QuadPFJet98_83_71_15_v5 (2110616)                                                   0       512     512     512     512     512     512     512     512     512     512     512    
597     HLT_Random_part0_v3 (2110865)                                                           0       0       0       0       0       0       0       0       0       0       0       0      
598     HLT_Random_v3 (2110864)                                                                 60      40      40      40      40      40      40      40      40      40      40      40     
599     HLT_Rsq0p35_v15 (2110573)                                                               0       1       1       1       1       1       1       1       1       1       1       1      2p5 OR L1_LooseIsoEG24er2p1_HTT100er OR L1_LooseIsoEG26er2p1_HTT100er OR L1_LooseIsoEG28er2p1_HTT100er OR L1_Mu6_HTT240er OR L1_Mu6_HTT250er OR L1_DoubleEG8er2p5_HTT260er OR L1_DoubleEG8er2p5_HTT300er OR L1_DoubleEG8er2p5_HTT280er OR L1_DoubleEG8er2p5_HTT320er
600     HLT_Rsq0p40_v15 (2110574)                                                               0       1       1       1       1       1       1       1       1       1       1       1      2p5 OR L1_LooseIsoEG24er2p1_HTT100er OR L1_LooseIsoEG26er2p1_HTT100er OR L1_LooseIsoEG28er2p1_HTT100er OR L1_Mu6_HTT240er OR L1_Mu6_HTT250er OR L1_DoubleEG8er2p5_HTT260er OR L1_DoubleEG8er2p5_HTT300er OR L1_DoubleEG8er2p5_HTT280er OR L1_DoubleEG8er2p5_HTT320er
601     HLT_RsqMR300_Rsq0p09_MR200_4jet_v15 (2110577)                                           0       1       1       1       1       1       1       1       1       1       1       1      2p5 OR L1_LooseIsoEG24er2p1_HTT100er OR L1_LooseIsoEG26er2p1_HTT100er OR L1_LooseIsoEG28er2p1_HTT100er OR L1_Mu6_HTT240er OR L1_Mu6_HTT250er OR L1_DoubleEG8er2p5_HTT260er OR L1_DoubleEG8er2p5_HTT300er OR L1_DoubleEG8er2p5_HTT280er OR L1_DoubleEG8er2p5_HTT320er
602     HLT_RsqMR300_Rsq0p09_MR200_v15 (2110575)                                                0       1       1       1       1       1       1       1       1       1       1       1      2p5 OR L1_LooseIsoEG24er2p1_HTT100er OR L1_LooseIsoEG26er2p1_HTT100er OR L1_LooseIsoEG28er2p1_HTT100er OR L1_Mu6_HTT240er OR L1_Mu6_HTT250er OR L1_DoubleEG8er2p5_HTT260er OR L1_DoubleEG8er2p5_HTT300er OR L1_DoubleEG8er2p5_HTT280er OR L1_DoubleEG8er2p5_HTT320er
603     HLT_RsqMR320_Rsq0p09_MR200_4jet_v15 (2110578)                                           0       1       1       1       1       1       1       1       1       1       1       1      2p5 OR L1_LooseIsoEG24er2p1_HTT100er OR L1_LooseIsoEG26er2p1_HTT100er OR L1_LooseIsoEG28er2p1_HTT100er OR L1_Mu6_HTT240er OR L1_Mu6_HTT250er OR L1_DoubleEG8er2p5_HTT260er OR L1_DoubleEG8er2p5_HTT300er OR L1_DoubleEG8er2p5_HTT280er OR L1_DoubleEG8er2p5_HTT320er
604     HLT_RsqMR320_Rsq0p09_MR200_v15 (2110576)                                                0       1       1       1       1       1       1       1       1       1       1       1      2p5 OR L1_LooseIsoEG24er2p1_HTT100er OR L1_LooseIsoEG26er2p1_HTT100er OR L1_LooseIsoEG28er2p1_HTT100er OR L1_Mu6_HTT240er OR L1_Mu6_HTT250er OR L1_DoubleEG8er2p5_HTT260er OR L1_DoubleEG8er2p5_HTT300er OR L1_DoubleEG8er2p5_HTT280er OR L1_DoubleEG8er2p5_HTT320er
605     HLT_SingleJet30_Mu12_SinglePFJet40_v11 (2110256)                                        0       6       6       7       8       10      12      16      24      12      12      7      
606     HLT_SinglePhoton10_Eta3p1ForPPRef_v8 (2110513)                                          0       0       0       0       0       0       0       0       0       0       0       0      
607     HLT_SinglePhoton20_Eta3p1ForPPRef_v9 (2110514)                                          0       0       0       0       0       0       0       0       0       0       0       0      
608     HLT_SinglePhoton30_Eta3p1ForPPRef_v9 (2110515)                                          0       0       0       0       0       0       0       0       0       0       0       0      
609     HLT_Tau3Mu_Mu7_Mu1_TkMu1_IsoTau15_Charge1_v4 (2110356)                                  0       1       1       1       1       1       1       1       1       1       1       1      
610     HLT_Tau3Mu_Mu7_Mu1_TkMu1_IsoTau15_v4 (2110355)                                          0       1       1       1       1       1       1       1       1       1       1       1      
611     HLT_Tau3Mu_Mu7_Mu1_TkMu1_Tau15_Charge1_v4 (2110354)                                     0       10      10      10      10      10      10      10      10      10      10      10     
612     HLT_Tau3Mu_Mu7_Mu1_TkMu1_Tau15_v4 (2110353)                                             0       10      10      10      10      10      10      10      10      10      10      10     
613     HLT_TkMu100_v2 (2110126)                                                                0       1       1       1       1       1       1       1       1       1       1       1      
614     HLT_Trimuon5_3p5_2_Upsilon_Muon_v5 (2110025)                                            0       1       1       1       1       1       1       1       1       1       1       1      
615     HLT_TrimuonOpen_5_3p5_2_Upsilon_Muon_v3 (2110026)                                       0       1       1       1       1       1       1       1       1       1       1       1      
616     HLT_TripleJet110_35_35_Mjj650_PFMET110_v9 (2110384)                                     0       1       1       1       1       1       1       1       1       1       1       1      
617     HLT_TripleJet110_35_35_Mjj650_PFMET120_v9 (2110385)                                     0       1       1       1       1       1       1       1       1       1       1       1      
618     HLT_TripleJet110_35_35_Mjj650_PFMET130_v9 (2110386)                                     0       1       1       1       1       1       1       1       1       1       1       1      
619     HLT_TripleMu_10_5_5_DZ_v10 (2110351)                                                    0       1       1       1       1       1       1       1       1       1       1       1      
620     HLT_TripleMu_12_10_5_v10 (2110352)                                                      0       1       1       1       1       1       1       1       1       1       1       1      
621     HLT_TripleMu_5_3_3_Mass3p8_DCA_v3 (2110607)                                             0       1       1       1       1       1       1       1       1       1       1       1      
622     HLT_TripleMu_5_3_3_Mass3p8_DZ_v8 (2110350)                                              0       1       1       1       1       1       1       1       1       1       1       1      
623     HLT_TriplePhoton_20_20_20_CaloIdLV2_R9IdVL_v3 (2110298)                                 0       1       1       1       1       1       1       1       1       1       1       1      
624     HLT_TriplePhoton_20_20_20_CaloIdLV2_v3 (2110297)                                        0       1       1       1       1       1       1       1       1       1       1       1      
625     HLT_TriplePhoton_30_30_10_CaloIdLV2_R9IdVL_v4 (2110300)                                 0       1       1       1       1       1       1       1       1       1       1       1      
626     HLT_TriplePhoton_30_30_10_CaloIdLV2_v4 (2110299)                                        0       1       1       1       1       1       1       1       1       1       1       1      
